artist_name,track_name,release_date,genre,lyrics
badfinger,you're so fine,1974,pop,face smile measure comfort fine bring feet grind hold alive alive build fence wall break world crawl break defenses want come life ask learn lesson good maybe someday world come alive alive build fence wall break world crawl break defenses want come life ask
gene clark,true one,1974,pop,change come quickly easily bizarre go ticket wonder hard home important lose easy believe longer place harder leave thousand card pull sleeve loser deceive reality hard true treat friends like millionaire spend ones like afford upstairs fly high touch grind walk upstairs likely direct reality hard true reality hard true
new york dolls,human being,1974,pop,like ahead saint ahead gonna need plastic fresh coat paint gonna madness act quaint say yeah yeah yeah friend make scene bounce machine machine know real generate warmth mean say yeah yeah yeah act like cause human want things know human dream baby baby baby yeah human get obscene human head hang like human babe unknown human hold head high cause human riff raff human little drag cigarette forget blow million dollar liable lose best lovin beggin yeah yeah yeah act like cause human want things know human dream say human get obscene human head hang like human babe unknown human hold head high cause human riff raff human fact talk human race try cover disgrace say yeah yeah yeah yeah yeah yeah think scene appal type little thing color mystery want blow change magazines hollywood refugees scream yeah yeah yeah act like say human want things know human dream baby baby baby human get obscene human human human human human
kansas,belexes,1974,pop,tell mind gather best kind prophets speak word fate childhood end take bait power deep inside look know try rely course fool wise burn stakeah look head bury deep sand hide evil hand prophets speak word fate childhood end take bait power deep inside look know try rely course fool wise burn stakeah
sweet,no you don't,1974,pop,tell hang play clown right tire sound burn play night get hang damn treat like fool bloody cool rule play reckless game fame blame think life hand plan goin damn treat like fool bloody cool rule treat like fool bloody cool rule
the partridge family,i would have loved you anyway,1974,pop,know watchin time tryin makin long start acomin strong super charm bring know actin like movie think person decide long long time whoa whoa love think fine take love think like lovin tellin away away decide long long time whoa whoa repeat fade
joni mitchell,people's parties,1974,pop,people party style stamp countries passport smile friendly cut watch wing stand centre give photo beauty get attention paint run teeth lampshade crown minute cry knee say laugh cry know release tell crazy beauty corner think joker stonecold frighten silence think understand feel like sleep broader sensibility live nerve feel weak lazy mind come people party fumble deaf dumb blind wish sense humor keep sadness throw lightness things laugh away laugh away laugh away
the cats,be my day,1974,pop,mexico shore montego lady stay warm arm till melt away night drift away light shine light shine sail home shine light shine sail home sing lalala sing yeah yeah yeah yeah yeah sail home sing lalala sing yeah yeah yeah yeah yeah night drift away light shine light shine sail home shine light shine sail home sing lalala sing yeah yeah yeah yeah yeah sail home sing lalala sing lalala sail home sing lalala sing lalala sail home sing lalala sing lalala sail home
bay city rollers,you made me believe in magic,1974,pop,believe go strength think world upside walk life go work things right secret believe magic know true believe magic magic life fill sense give life love need believe magic know true believe magic magic life
the partridge family,if you ever go,1974,pop,fall right grind couldn couldn stay know hurt believe sleeve say goodbye want world look couldn face instrumental fade
10cc,clockwork creep,1974,pop,clockwork creep sleep wind unwind go mind time come soon know tick tick time bomb tick tick time bomb tick tick time bomb jumbo brand passengers bag crew spread wing thousand things prove good tick tick time bomb tick tick time bomb tick tick time bomb tick tick time bomb tick tick time bomb tick tick time bomb cargo escargot temperature rise advertise time run minute live go go come gravity situation willpower keep thing operation gonna crash certain pilot busy flirtin aware bomb curtain hold say little bomb hold hand time stop plot flop jumbo safe land tick tick time bomb tick tick time bomb tick tick time bomb land envy sabena chattanooga japan taxi airways safe little plane fine little plane great little plane hang clockwork wreck fuse burn slow date detonate goodbye cheerio tick tick time bomb tick tick time bomb tick tick time bomb tick tick time bomb tick tick time bomb tick tick time bomb tick tick time bomb tick tick time bomb tick tick time bomb tick
sparks,talent is an asset,1974,pop,smart genius watch putter obvious genius someday reassess world time lot girls grow remember grow sure remember sure wear keep strangers away relative away mother relatives need nonrelatives talent asset understand talent asset little talent asset surely sever apron string scribble things genius things look sight grow grow speed light away relative away mother relatives need nonrelatives talent asset little away talent relative away hypothetical away relatives away parenthetical away spare superlatives away receptacle away receptacle away leave study room away leave home away leave neighborhood away leave city away leave country seat away leave country away leave continent away leave hemisphere away leave planet away leave universe away away medical away downgrade away cynical away critical away cancel magazines away political away jeans away casual away talent relative away hypothetical away relatives away parenthetical
harry nilsson,all my life,1974,pop,share time shoot drink take pills fool life tire time change ways share good time move live uptown have night sore laugh fight life wait reason life go morning home even jump laugh wife share time shoot drink take pills fool life tire time change ways share good time move live uptown have night tire laugh fight
paul simon,homeward bound,1974,pop,sit railway station ticket destination tour onenightstands suitcase guitar hand stop neatly plan poet oneman band homeward bind wish homeward bind home thoughts escape home music play home lie wait silently endless dream cigarettes magazines look movies factories stranger face remind long tonight sing songs play game pretend word come shade mediocrity like emptiness need comfort silently
bryan ferry,smoke gets in your eyes,1974,pop,ask know true true oooooh course reply inside deny say someday blind oooooh heart realize smoke get eye chaff gaily laugh think doubt today fly away laugh friends deride tear hide oooooh smile lovely flame die smoke get eye smoke get eye
bob dylan,stage fright,1974,pop,deep heart lonely suffer give ploughboy fame stage fright standin catch spotlight want start water right breath doctor warn catch death say disguise fear eye stage fright standin catch spotlight want start say afraid word poor pay get sing like brow sweatin mouth get people driftin moment truth right hand nightmare stand stage fright standin catch spotlight want start wanna stop start
wishbone ash,persephone,1974,pop,light shin persephone eye time go tell things weren right care years waste longer magic eye time outshine everybody offstage ways bore fall care years waste longer magic eye come footlights live song face display peaceful field believe curtain fall know years waste tonight magic eye
the hollies,love makes the world go round,1974,pop,make world round make world round make feel feet grind make world round know happen know store know encore know work right turn wrong change ways believe belong work right turn wrong change ways believe belong throw door love anymore world floor world round world round yeah
barry manilow,bandstand boogie,1974,pop,goin hoppin goin hoppin today things poppin philadelphia gonna drop drop music play bandstand bandstand goin swingin swing gonna swingin crowd clingin cling floatin high cloud phone ringin ring proud bandstand bandstand jump handstand american bandstand dance real slow guy grandstand swinger american bandstand goin hoppin goin hoppin today things poppin philadelphia gonna drop music play bandstand bandstand bandstand bandstand bandstand bandstand bandstand bandstand knowhere showready gowhat makin joint jumpin fuss arrive place swell spot music best east seventy go american handstand american bandstand dance real slow showin guy grandstand like girl american bandstand singers croonin greatest baby swoonin tune baby bandstand bandstand hoppin hopppin things poppin philadelphia drop music play bandstand bandstand roll stroll american slop american tune turn today bandstand
van morrison,twilight zone,1974,pop,rain stop hour stop stop stop try freak know twilight zone know twilight zone party phone pure honeycomb honeycomb honeycomb yeah yeah uhuh uhuh uhuh try slow poke draw like cowboy wish freak get bone know twilight zone twilight zone party phone honeycomb honeycomb twilight zone party phone honeycomb honeycomb honeycomb honeycomb twilight zone party phone honeycomb know twilight zone party phone honeycomb honeycomb honeycomb honeycomb honeycomb know party phone party phone honeycomb honeycomb honeycomb honeycomb honeycomb honeycomb
david cassidy,walking in the rain,1974,pop,remember burn eye world bother cause live world ecstasy go daydreamer walk rain chase rainbows life beautiful live need summer memories couldn cause live world believe go daydreamer walk rain chase rainbows life beautiful live need daydreamer walk rain chase rainbows life beautiful live need
barry manilow,new york city rhythm,1974,pop,heart tear apart wish spend nights city light things know movement soothe take control lose blue york city rhythm soul york city rhythm runnin life pound beat city streets keep dream alive lose survive york city rhythm life york city rhythm life life good funky dive somethin goin live life strangers danger broadway time play know care york city rhythm runnin life pound beat city streets keep dream alive lose survive york city rhythm life york city rhythm life life
john cale,emily,1974,pop,have walk hand hand shift sand maybe maybe soon time come goodbye dear dear friend till meet away hear maybe maybe hold hand sand like maybe maybe maybe
bonnie raitt,got you on my mind,1974,pop,mind feel kind mind feel kind wonder wonder yoiu tear begin fall time hear tear begin fall time hear go away matter heart forget shoud want come know tear begin fall time hear tear begin fall time hear go away mind feel kind mind feel kind wonder wonder yoiu tear begin fall time hear tear begin fall time hear go away wonder wonder wonder wonder
barry manilow,daybreak,1974,pop,singin world time spirit come come singin world everybody catch spin look runnin year year blind pride blind fear daybreak wanna believe daybreak time grieve say daybreak believe shine shine shine world singin world point puttin share singin world come feel closin eye cover cloud losin daybreak wanna believe daybreak time grieve say daybreak believe shine shine shine world daybreak wanna believe daybreak time grieve say daybreak believe shine shine shine world shine shine shine world daybreak wanna believe daybreak time grieve say daybreak believe shine shine shine world shine shine shine world
roxy music,triptych,1974,pop,soil barren grow cross know forgiveness fall nail wooden frame twist unbroken open mount silent choir understand unspoken hear sound heavens open tide turn otherworldly yearn eclipse final surely rise
ace,the real feeling,1974,pop,stop fly vibration feel real feel rhythm body soul get message feel real feel turn turn turn world upside rhythm body soul get message feel real feel turn turn turn world upside
richard thompson,withered and died,1974,pop,cruel country drive tease lie tease lie stories tell dream wither die bend top tree kind word kind face strike play hide play hide count go rest dream wither die silver moon sail silver moon shine water wide water wide steal good friend dream wither die butterfly live free blow away cruel country drive tease lie tease lie stories tell dream wither die
bonnie raitt,you got to be ready for love (if you wanna be mine),1974,pop,ready ready yeah woman like nonsense like lovin like evidence proove give away ready wanna ready baby ready wanna ready ready woman handpickin think look fellony appreciate rubberneckin bout street ready wanna ready baby say ready wanna ready ready ready ready ready ready ready ready ready yeah ready wanna ready wanna ready baby cold lover like lover wanna ready stay ready wanna ready baby
10cc,the wall street shuffle,1974,pop,wall street shuffle hear money rustle watch greenbacks tumble feel crumble need wanna money need luck wanna getty rothschild gotta cool wall street gotta cool wall street index jones time bum wind skid hole pocket plead spare dime time doin doin hughes money better wait hour screw cause wall street shuffle money hustle sell mother doin doin sell wheel deal live instinct follow kill wall street
van morrison,ain't nothin' you can do,1974,pop,headache soothe pain right sleep feel right backache little rubbin heartache nothin nothin nothin heartache nothin break stone try lick iceman break lord try pick electric light candle light heartache nothin nothin nothin heartache nothin break stone try lick iceman break lord try pick lectric light candle light heartache nothin nothin lord nothin heartache nothin time think time think heartache nothin time think time think time think
sparks,here in heaven,1974,pop,lot things panoramic view universe completely surround souvenirs go basically guess worse suppose worse sheep people sleep awake tell gory gruesome friends clean think break little pact come heaven heaven heaven hell know health years dear think overlook qualify dearly depart sucker fall time think agree know lead second thoughts second thoughts break second thoughts second thoughts eternity eternity eternity
roxy music,bitter sweet,1974,pop,affair open heart time close dear salt tear wring bittersweet applause swing high step line mean forget mein lullaby liebchen contrast amuse twist turn taste sweet vintage years lovers consume friend wine nein nicht ende welt gestrandet leben kunst spiel geht weiter weiß noch viele schönste wiedersehn turn leave force smile compensate break
john cale,fear is a man's best friend,1974,pop,stand wait wideeyed fix door wait kill wear feet burn hole grind darkness warmer bedroom floor want hold close forever sleep tell prowl better like hell know make sense think life death things bore fear best friend fear best friend fear best friend bring bring home live like trail lead dead grind come shake help hand know make sense think life death things bore fear best friend fear best friend fear best friend bring bring fear best friend fear best friend fear best friend fear best friend fear best friend fear best friend fear best friend fear best friend fear best friend
electric light orchestra,eldorado,1974,pop,come lonely play game sail away voyage return eternal life mean eternal dream paint ladies avalon play road north lie chill cold south lie tales untold inbetween lie place close eye stay eldorado free yeah world eldorado goodbye city heroes sing wing feel feel free life rooftop haze cheat break days leave stay eldorado free yeah world eldorado sit care days know voyage soon eternal life eternal dream stay eldorado free yeah world eldorado stay eldorado
engelbert humperdinck,there goes my everything,1974,pop,go possession go hear footsteps slowly walk gently walk lonely floor voice softly say darling goodbye forever go reason live go dream go possession go memory turn page years keep heart beat shatter close door go reason live go dream go possession go go possession go
leonard cohen,lover lover lover,1974,pop,ask father say father change cover fear filth cowardice shame lover lover lover lover lover lover lover come lover lover lover lover lover lover lover come say lock body mean kind trial weapon woman smile yeah lover lover lover lover lover lover lover come lover lover lover lover lover lover lover come start cry start want face fair time want spirit calm lover lover lover lover lover lover lover come lover lover lover lover lover lover lover come turn aside say walk away build cover face lover lover lover lover lover lover lover come lover lover lover lover lover lover lover come spirit song rise pure free shield shield enemy lover lover lover lover lover lover lover come lover lover lover lover lover lover lover come lover lover lover lover lover lover lover come lover lover lover lover lover lover lover come lover lover lover lover lover lover lover come
the crickets,it's so easy,1974,pop,easy fall easy fall people tell fool break rule easy doggone easy easy concern heart learn easy fall easy fall look heart book apart easy doggone easy easy concern heart learn easy fall easy fall
engelbert humperdinck,am i that easy to forget,1974,pop,somebody stop love walk away forget guess somebody leave regret easy forget leave sure want cause easy forget somebody stop love leave regret easy forget guess somebody leave regret easy forget
billy swan,don't be cruel,1974,pop,know sittin home come telephone cruel heart true baby somethin say forget past future look bright ahead cruel heart true want baby thinkin cruel heart true cruel heart true walk preacher know know cruel heart true apart baby cross heart cross heart cross heart cross heart
glen campbell,"yesterday, when i was young",1974,pop,yesterday young taste life sweet like rain tongue tease life foolish game even breeze tease candle flame thousand dream dream splendid things plan build weak shift sand live night shun naked light years away yesterday young songs wait sing wild pleasures store pain dazzle eye refuse fast time youth stop think life conversation recall concern yesterday moon blue crazy bring magic wand waste emptiness game play arrogance pride flame quickly quickly die friends drift away leave stage play repeat songs sing feel bitter taste tear tongue time come yesterday young
neil diamond,stones,1974,pop,stone play inside head sleep ache stone lordy child good comin bein lose comin home stone time plant harvest grant prayer pray wild flower grow stone mmmmmmmm
buddy holly,raining in my heart,1974,pop,blue cloud spoil view rain rain heart weather say clear today know go away rain rain heart misery misery gonna tell blue mustn soon tear bind flow cause rain rain heart rain heart rain heart
neil diamond,longfellow serenade,1974,pop,longfellow serenade plan lady dreamer word trade know bear night like warm steal kiss lonely lonely ride come baby ride dream come true sing song sing song warm weave rhyme summer night leave worldly time wing flight come sleepy glade sing longfellow serenade longfellow serenade plan lady deep river night stay love love word lonely lonely ride come baby ride dream come true sing song sing song warm weave rhyme summer night leave worldly time wing flight come sleepy glade sing longfellow serenade weave rhyme summer night leave worldly time wing flight
electric light orchestra,boy blue,1974,pop,dream dream life blue hear noise wait like see welcome home years look crowd tear good streets blue blue blue blue blue blue see bold knight drop like fly see kings roll mire see gods point finger doom fight holiest war smash holiest jaw jail beat impale drag world thing learn years stricken fear walk care world friends gather today hear clear shall cause arm blue blue blue blue blue blue woahh
jackson browne,before the deluge,1974,pop,dreamers fool make plan think future energy innocent gather tool need journey nature sand slip open hand reach golden ring hearts turn hearts refuge trouble years come deluge know pleasure know pain moment matter brave crazy wing youth go fly rain feather fine grow tear tattered trade tire wing resignation live bring exchange bright fragile glow glitter rouge moment sweep deluge music spirit high build children creation reveal secrets light lose reach angry earth abuse learn forge beauty power struggle protect confuse magnitude fury final hour sand go time arrive naked survive attempt understand thing simple huge believe mean live deluge music spirit high build children creation reveal secrets light lose reach
harry nilsson,many rivers to cross,1974,pop,rivers cross wander lose travel white cliffs dover rivers cross keep alive lick wash years merely survive pride loneliness leave drag woman leave guess sweet thing sweet thing loneliness leave know drag woman leave guess rivers cross rivers cross begin pray time time sit limbo lifetime rivers cross wander lose travel white cliffs dover rivers cross
gene clark,life's greatest fool,1974,pop,walk winners lose say cost hard perception easier blame life children laugh away look darkness streets easy cruel reason life greatest fool believe hold destiny go believe deep soul loneliness make grow word fill sound stone numb drift hard profound form pleasure chisel pain highest gain believe hold destiny go believe deep soul loneliness make grow believe believe believe hold destiny go believe believe believe hold destiny go believe believe believe hold destiny go believe believe believe
bay city rollers,saturday night,1974,pop,saturday night saturday night saturday night saturday night gonna dance roll saturday night saturday night dancin rhythm heart soul saturday night saturday night iiii iiii gotta date good roll folk gotta saturday night saturday night gonna roll ball saturday night saturday night ssssaturday night ssssaturday night ssssaturday night saturday night saturday night saturday night saturday night gonna dance baby night saturday night saturday night tell little things gonna saturday night saturday night iiii iiii gonna know good roll folk gotta saturday night saturday night gonna roll ball saturday night saturday night ssssaturday night ssssaturday night ssssaturday night saturday night saturday night saturday night saturday night saturday night saturday night ssssaturday night ssssaturday night ssssaturday night ssssaturday night ssssaturday night ssssaturday night ssssaturday night ssssaturday night
buddy holly,true love ways,1974,pop,know know true ways sigh know know true ways days true ways bring joy share care sigh know know true ways days true ways bring joy share care sigh know know true ways
ace,how long,1974,pop,long go long go friends persuasion admit scheme help suspicion cause dumb say intend break scene pretend happen long go long go friends persuasion admit scheme help suspicion cause dumb say intend break scene pretend happen long go long go long long go long long go long long go
sweet,fox on the run,1974,pop,wanna know cause look okay think pretty face rest place look alright scream everybody come run hide away ffoxy hide away talk band name drop second hand second hand hear wanna know cause look scream everybody come run hide away ffoxy hide away ffoxy scream everybody come run hide away ffoxy hide away
gene clark,no other,1974,pop,want lord like fall tide turn recover power perfection power peace merely connenction power protection tide life flow direction stream change days turn ways pilot mind right direction
david cassidy,i woke up in love this morning,1974,pop,night turn light think think clock wonderin doin close eye dream wake morning wake morning go sleep mind wake morning wake morning go sleep mind hello girl clock know listen know pillow huggin kissin thing wake morning wake morning go sleep mind wake morning wake morning go sleep mind dream come true night life wake morning wake morning go sleep mind wake morning wake morning go sleep mind
gene clark,strength of strings,1974,pop,life piano sing bring word strength string firey rain rubies cool world begin note roll wind swirl wing bring word strength string feel high feel change days melt night light cosmic range high change hear string bend break cosmic range life piano sing bring word strength string firey rain rubies cool world begin note roll wind swirl wing bring word strength string
van morrison,bring it on home to me,1974,pop,play slowly change mind leavina leavina behinda bring bring sweet lovin home bring bring bring bring home give jewelry money know bring bring sweet lovin bring home know try treat right stay stay night want bring bring sweet lovin bring bring bring home story money bank time thank bring bring sweet lovin bring home change mind leavin leavin want bring home bring sweet lovin bring home oooh oooh bring yeah
buddy holly,heartbeat,1974,pop,heartbeat miss baby kiss heartbeat kiss stay memory piddle know thrill know true heartbeat miss baby kiss heartbeat baby lips meet heartbeat flip beat sign piddle sing stories bring glory
roxy music,out of the blue,1974,pop,care away fear fear share know future long scar twist smile unsure confuse pale blue eye gaze tower haze break bruise blue come rush come leave field come blue pain mind pass craze throwaway line ring true stay little walk style
suzi quatro,devil gate drive,1974,pop,want devil gate drive come welcome dive jive devil gate drive gonna kick devil gate drive mama know sister go drive come jive devil gate drive come alive come alive yeah devil gate drive come alive come alive yeah devil gate devil gate devil gate drive devil gate devil gate devil gate drive reach teens mean devil gate drive sweet sixteen jukebox queen devil gate drive pack road knock mess round cause know dive devil gate drive come alive come alive yeah devil gate drive come alive come alive yeah devil gate devil gate devil gate drive devil gate devil gate devil gate drive come alive come alive come alive mama know sister go drive come jive devil gate drive come alive come alive yeah devil gate drive come alive come alive yeah devil gate devil gate devil gate drive devil gate devil gate devil gate drive come boys time ready come alive come alive yeah yeah yeah yeah
electric light orchestra,mister kingdom,1974,pop,daylight come live come shin window pane pass away silly girl fool play golden rule cause world wait help lonely soul dream leave world kingdom help rainbow look room corridors endless gloom crawl night meet sleep perchance dream live scenes laughter follies lock inside head help lonely soul dream leave world kingdom help rainbow yeah yeah yeah dream fly high city care afraid cause help lonely soul dream leave world kingdom help rainbow help lonely soul dream leave world kingdom help rainbow outro yeah yeah yeah yeah
roxy music,prairie rose,1974,pop,texas belong texas lonesome shine country texas open sky company texas prairie come state tantalise texas compose rhyme plain prose texas song praise prairie texas sure explain strange allure texas prairie crown thorns scent better leave right away hear call prairie
the osmonds,love me for a reason,1974,pop,girl hold control bend fold easy things pastime know girl stay game play drive away girl girl reason reason girl girl reason reason kiss caress minor test babe turn stress woman everlasting ask pass girl proud stand continue guess mess pride mind write time time girl girl reason reason girl girl reason reason little oldfashioned take physical attraction initial reaction fascimile girl girl reason reason girl girl reason reason repeat fade
roxy music,three and nine,1974,pop,remember fantasy particoloured picture cheap nostalgia conjure days close home ways make play dozen reason lie shelf feature row file away point pretend change stay decimal romance warm centigrade stand sport special misfit interfere play safe threes
mott the hoople,crash street kids,1974,pop,thoughts scar clothe dress kill blood crash street kid comin better better better crash street kid comin heed fault heed curse heed frustration know send hearse crash street kid comin better better better crash street kid comin pull wire get tire resist torture flats like rat tell brats press twist fist mess hear swear hear word number wanna hear announcer talk scum crash street kid comin better better better crash street kid comin prick thumb prick thumb prick thumb solve uninvolved annul prove pure know cure poor juvenile delinquent crash street kid comin better better better crash street kid comin crash street kid comin better hide better hide better hide crash street kid comin ride ride ride crash street kid comin late late late crash street kid comin mat mat mat crash street kid comin expose expose expose crash street kid comin close close close crash street kid comin dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead
sweet,the six teens,1974,pop,sixtyeight sixtyeight date kid growin livin time slippin away sixteen teenage dream pass time cross line line life go know easy gotta strong sixteens life go know know easy know wrong cause sixteens time maybe last forever walk strip nights dream light desolation boulevard light fade light life go know easy gotta strong sixteens life life go go know know easy know wrong cause sixteens sixtyeight think sixtyeight date take flower hair try aware late live try sixtyeight sixtyeight matter maybe life go know easy gotta strong sixteens life life go go know know easy know wrong wrong cause life life go go know know easy know wrong wrong cause sixteens life life go go
david cassidy,daydreamer,1974,pop,remember burn eye world bother live world ecstasy go daydreamer walk rain chase rainbows life beautiful live need summer memories couldn live world believe go daydreamer walk rain chase rainbows life beautiful live need daydreamer walk rain chase rainbows life beautiful live need
bob dylan,something there is about you,1974,pop,strike match body move hair blow free remind cross century think shake wonder phantoms youth rainy days great lakes walkin hill duluth lopez cold eye black night bring longforgotten truth suddenly spirit sing look soul things faithful sweet easy breath cruelty surely death move style whirlwind better place hand sabre pick baton finger
electric light orchestra,eldorado finale,1974,pop,dreamer unwoken fool high eldorado
todd rundgren,a dream goes on forever,1974,pop,million soldier fade away dream go forever leave stand silent dream thousand true love live dream live forever days years streak time stop dream everyday hop fear exception tear life biggest tragedy long away dream live forever guess believe dream away long dream live forever love know join dream love know join dream
gladys knight & the pips,the way we were / try to remember,1974,pop,know everybody talkin good days right everybody good days good days talk good days come think think good days children remember kind september life slow mellow remember remember follow past better look think winter warmer grass greener sky bluer smile bright simple time rewrite line tell memories like corner mind watercolor memories scatter picture smile leave smile give hahaa simple time rewrite line tell haha memories beautiful painful remember simply choose forget laughter remember remember remember
carly simon,haven't got time for the pain,1974,pop,crazy nights cry sleep melodrama make weep anymore cause time pain room pain need pain know show leave turn noise mind time pain room pain need pain know suffer thing feel alive cost survive world show heart open drink white pour heaven time pain room pain need pain know
robert palmer,get outside,1974,pop,vision hold fathom read write wake middle night outside outside outside decide wanna stand people eye open wide reply outside outside outside feel crowd tune yeah try swing room outside outside outside vision hold understand people eye open wide reply outside outside outside outside outside outside outside outside outside outside situation outside outside outside outside
jim stafford,swamp witch,1974,pop,black water live swamp strange green reptiles crawl snake hang cypress tree like sausage smokehouse wall swamp alive thousand eye watch stay track shack black bayou road shack lie sleepy little okeechobee talk swamp witch lock rumour rumour keep folks track shack black bayou bring rain rain stay swamp water overflow skeeters fever grab like fist plague bring talk hang talk shackle howl cackle bowels black bayou early morn tween dark shadow come unseen caller square black round gurgle brew whisper sound folk gather round come black bayou pride trap inside slowly sink ship scoop liquid deep green take fever go away sky blue thank save fetch black bayou party best head shack say swamp witch magic useful good gonna bring shack parchment note tack stump say come look
paul anka,one man woman/one woman man,1974,pop,catch fool somebody catch fool lose cause woman woman woman time nights leave disappear nights voice phone say wait cause woman woman woman time baby know sorry sure story come cause forgive forget need chain lose fault cause woman woman woman time woman woman woman woman woman woman
bob dylan,wedding song,1974,pop,time money star madness wave life mean walk right circle complete say goodbye haunt room face street courtyard jester hide begin breathe life richer live deep poverty teach dry tear dream pull hole quench thirst satisfy burn soul give baby save life tooth tooth cut like knife thoughts rest kill sacrifice world watch sense tune play earth play best know lose lose regain go flood happiness blood duty remake world large intention sound battle charge cause bend eternity bear stand bear bear half miss piece cease turn tide teach eye natural thing matter go cause past go
john cale,buffalo ballet,1974,pop,abilene young thunder storm fill cattle roam outside sleep midday sleep midday sleep midday sleep midday track lie plain break torrid rain towns grow people sleep midday sleep midday sleep midday sleep midday join join hand join help land soldier come long long ride ride sleep midday sleep midday sleep midday sleep midday gold come go quickly spend people break drown wealth pain abilene sleep midday sleep midday sleep midday sleep midday
raspberries,overnight sensation,1974,pop,know sound funny money need reputation want record yeah wanna hear radio want record yeah everybody know program director pull time bullet bring group station gonna overnight sensation tryin write lyric nonoffensive satiric aslot mint word good amaze success ignore long bread make demo write night head hear record play hear play record yeah wanna record yeah wanna record yeah number
the partridge family,breaking up is hard to do,1974,pop,doobie comea comea doobie comea comea doobie comea comea doobie away leave heart misery blue cause break hard remember hold tight kiss night think cause break hard break hard know know true instead break wish make goodbye come baby start anew cause break hard break hard know know true instead break wish make goodbye come baby start anew cause break hard doobie comea comea doobie comea comea doobie break hard comea comea doobie break hard repeat fade
glen campbell,bonaparte's retreat,1974,pop,girl beneath star sweetest girl hold arm tell charm kiss guitars play bonaparte retreat guitar world waas bright hold night hear herer away hold arm tell charm kiss bagpipe play bonaparte retreat bagpipe girl beneath star sweetest girl hold arm tell charm kiss fiddle play bonaparte retreat fiddle world waas bright hold night hear herer away hold arm tell charm kiss everybody play bonaparte retreat everybody hold arm tell charm kiss everybody playin bonaparte retreat hold arm tell charm kiss everybody playin fade
gladys knight & the pips,make yours a happy home,1974,pop,smile morning wish tear swell home sight crowd today home wanna right sight wanna please long peace home home dododo baby dododo aaah yeah pride sanctify superstar home home wanna right sight wanna please long peace home home dododo baby dododo ayayay yeah yeah sight crowd today home home dodododo baby dodododo yeaheh yeahahyeah pride sanctify superstar home home baby baby baby
the partridge family,summer days,1974,pop,feel sunlight face close eye footpath daddy summer place spend early summer days climb go forever reach world yeah give remember perfectly high time space remember summer days give remember perfectly high time space remember summer days come climb come live baby baby baby baby hold hand free say free yeah give remember perfectly high time space remember summer days give remember perfectly high time space remember summer days repeat fade
kishore kumar,zindagi ke safar mein,1974,pop,feel promise prosperity overwhelm afflict like disease ubiquitous compel cling like crazy glue inject potent seed best humanity spread culture sword progress vector suffrage warm septic breeze pomp elation duty vocation blood hybrid recipe relive ancestry frightful lack forefathers victims today time erase story bogus fate history portray recipe hate recipe hate spread culture sword progress vector suffrage warm septic breeze pomp elation duty vocation blood hybrid recipe hate
julio iglesias,tema de amor,1975,pop,play theme tonight dream tonight long dance song know keep close play theme feel felt light music flow know keep close theme play play play come play theme touch heart touch soul wine lips welcome know keep close
freddy fender,i almost called your name,1975,pop,dance ask like touch hand hold like close lips word come call call call difference kiss call kiss call
kansas,mysteries and mayhem,1975,pop,try tell thing think come dream night voice begin hear summon look hood judge jury figure dream drivin crazy gotta know bring fear cold wind blowin right runnin runnin figure dress black think legs lead cause runnin go dream come closer closer feelin forever long time spend agony demons confusion place bring fear tire tire runnin turn look eye look right voice sound body freeze stand star unearthly face depths hood nightmare mysteries mayhem pinnacle answer question bear hard
janis ian,when the party's over,1975,pop,like learn sing like sing song like learn best learn word plain song bring teach sing dance song dance routine party fall like learn tango dance light fandango teach turn lose song begin sound good poorly sing open breeze shelter home teach sing dance song dance routine party fall lovewith
michael jackson,we've got forever,1975,pop,forever forever plant garden laughter tear rain grow years dream dream time come true forever forever mean shall music shall rhyme shall minute time pleasures treasure sum care share cake crumb
joni mitchell,shadows and light,1975,pop,picture shadow source light blindness blindness sight peril benefactors bless parasites blindness blindness sight threaten things devil cruelty draw things devil delight mythical devil everpresent laws govern blindness blindness sight suntan reservation din room pale miners lantern ray night night hostage smile presidents freedom scribble subway like night night threaten things cruelty draw things delight mythical everlasting laws govern night critics expression judge black white say wrong say right compel prescribe standards ideals fight wrong wrong right threaten things cruelty draw things delight bear bear laws everbroken laws govern wrong wrong right govern wrong wrong right wrong right
orleans,you've given me something,1975,pop,ocean cover land future sleep strong emotion shake steady hand long beneath surface life think work know score till come show mean give like magic night walk give open door open magic things call finest fine beauty race laughter life bless travel planet act like best need rest think dream happiness bring give like magic night walk give open door open heart magic give like magic night walk doubt open door open heart magic
freddy fender,please don't tell me how the story ends,1975,pop,good night pass enjoy till forever tell story end shadow come softer finger skin someday remember tell story end echo forever lonesome love believe till tell story end tell story end
carole king,really rosie,1975,pop,real better believe great deal believe afar golden coast beat drum toast believe sing tappan terrific shin bright merosie believe real believe
kansas,it's you,1975,pop,answer know today search wonder make need cause life turn grey blue leave message flee couldn believe write read couldn count time say blue answer know today search wonder make need cause life turn grey blue
lobo,all for the love of a girl,1975,pop,today weary today blue break hearted life sweet girl live song go leave tell wrong dear little girl set life whirl life joy world girl
