artist_name,track_name,release_date,genre,lyrics
LE SSERAFIM,Smart,2024,hyperpop," (Ah-ah-ah) (Ah-ah-ah)  I'm a smarter, baby, smarter Smarter, baby, smarter      Wanna be a winner Wanna be a winner            I call it ""sugar"" (My sugar, sugar) Plan     sugar, sugar (My sugar)   ,  mean, mean, mean, mean, mean                  ""villain""  So   me, me, me, me, me  , see, see, see, see, see LE SSERAFIM,   To victory  I'm a smarter, baby, smarter Smarter, baby, smarter      Wanna be a winner Wanna be a winner       I'm a smarter, baby  Work hard in secret,    I planned that, don't be mad Plan      loser, loser (That loser)   ,  mean, mean, mean, mean, mean                  ""villain""  So I just wanna be me, me, me, me  , see, see, see, see, see LE SSERAFIM,   To victory  I'm a smarter, baby, smarter Smarter, baby, smarter      Wanna be a winner Wanna be a winner       I'm a smarter, baby    tick-tock,  shortcut   , huh  , ""That's all luck""  , ""No, it's not luck""   not lying, lying Don't slow down,   superfast Best scheme,   ,    *Dinner of the winner, that is what I want to get, that's right*  Smarter (Smarter, baby, smarter) Smarter, baby, smarter (Smarter, baby, smarter)    (  )   ( ) Wanna be a winner (Wanna be a winner) Wanna be a winner (Wanna be a winner)   ( )     (   ) I'm a smarter, baby"
YEONJUN,GGUM,2024,hyperpop," Let's go YJ  Yeah, I make it chewy like    on this beat, no time to    , when I'm on the floor  , keep it, pop and blow  ,      , that volume   like bubble gum   for this moment Started from    run with me,        my team     I'm always on fire  Easy thing (Easy thing)    , my game (, my game) Go hit that      (Ah, yeah, yeah, yeah),     (Ah, yeah, yeah, yeah),   Yeah, I make it chewy like    on this beat, no time to    , when I'm on the floor  , keep it, pop and blow  ,     not afraid     down, down, down   stick    go for , ,  Every minute, second   , banger  , this song     venom  Every day (Every day)     my taste ( my taste) Go hit that      (Ah, yah, yeah, yeah),     (Ah, yeah, yah, yeah),   Yeah, I make it chewy like    on this beat, no time to    , when I'm on the floor  , keep it, pop and blow  ,   Yeah, I make it chewy like   (Yeah, yeah)  on this beat, no time to    , when I'm on the floor  , keep it, pop and blow  ,  "
Jung Kook,Seven (feat. Latto) (Clean Ver.),2023,hyperpop,"Weight of the world on your shoulders I kiss your waist and ease your mind I must be favored to know ya I take my hands and trace your lines  It's the way that we can ride It's the way that we can ride (Oh-oh-oh-oh) Think I met you in another life So break me off another time (Oh-oh-oh-oh) You wrap around me and you give me life And that's why night after night I'll be lovin' you right  Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday (A week) Monday, Tuesday, Wednesday, Thursday, Friday Seven days a week Every hour, every minute, every second You know night after night I'll be lovin' you right Seven days a week  You love when I jump right in All of me I'm offerin' Show you what devotion is Deeper than the ocean is Wind it back, I'll take it slow Leave you with that afterglow Show you what devotion is Deeper than the ocean is  It's the way that we can ride It's the way that we can ride (Oh-oh-oh-oh) Think I met you in another life So break me off another time (Oh-oh-oh-oh) You wrap around me and you give me life And that's why night after night I'll be lovin' you right  Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday (A week) Monday, Tuesday, Wednesday, Thursday, Friday Seven days a week Every hour, every minute, every second You know night after night I'll be lovin' you right (I'll be lovin' you right) Seven days a week Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday (A week) Monday, Tuesday, Wednesday, Thursday, Friday Seven days a week (Oh, oh, seven days a week) Every hour, every minute, every second You know night after night (Night after night) I'll be lovin' you right (I'll be lovin' you right) Seven days a week (Big Latto)  Tightly take control, tightly take his soul Take your phone and put it in the camera roll (Uh) Leave them clothes at the door What you waiting for? Better come and hit ya goals He jump in it both feet Going to the sun-up, we ain't gettin' no sleep Seven days a week, seven different sheets Seven different angles, I can be your fantasy Open up, say, ""Ah"" Come here, baby, let me swallow your pride What you on? I can match your vibe Hit me up and I'ma Cha Cha Slide You make Mondays feel like weekends I make him never think about cheatin' Got you skippin' work and meetings Let's sleep in, yeah (Seven days a week, ooh)  Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday (A week) Monday, Tuesday, Wednesday, Thursday, Friday Seven days a week Every hour, every minute, every second (Oh-oh-oh) You know night after night I'll be lovin' you right Seven days a week (Oh) Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday (A week) Monday, Tuesday, Wednesday, Thursday, Friday (Ooh, ooh, ooh, ooh, ooh) Seven days a week Every hour, every minute, every second (Hour, minute, second) You know night after night I'll be lovin' you right Seven days a week"
Jimin,Like Crazy,2023,hyperpop," (I think we could last forever I'm afraid that everything will disappear Just trust me)  She's saying Baby,   There's not a bad thing here tonight Baby,       Watch me go    (Away)              story         ? Yeah, I know You know, I know (Ooh)  I'd rather be Lost in the lights Lost in the lights I'm outta my mind       You spin me up high    Let me have a taste  Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin') Oh, it's gon' be a good night (Oh, I'm fallin') Forever, you and I  Mmm-hmm Yeah, hey Mmm-hmm Ooh-woah Mmm-hmm Mmm-hmm (Forever, you and I)        I'm feelin' so alive, wasting time  I'd rather be Lost in the lights Lost in the lights I'm outta my mind       You spin me up high    Let me have a taste  Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin') It's gon' be a good night (Oh, I'm fallin') Forever, you and I  This will break me This is gonna break me (Break me) No, don't you wake me (Wake me) I wanna stay in this dream, don't save me Don't you try to save me (Save me) I need a way we (Way we) I need a way we can dream on (On, on, on) (Alone again What's the point?)"
BTS,Run BTS,2022,hyperpop," Yeah, yeah Okay Run, run (Oh-oh-oh-oh) Okay, okay, let's go   100m      calling (, )          (Oh)     ( ) (Oh)    ( ) I don't wanna go, go back again Let's go, let's go, let's go  10 wait, wait We from the bottom I caught you, bae, bae    We seven mate, mates  , we got us Tell me what you wanna Tell me what you wanna, woah If we live fast, let us die young     Make it move, left and right   Make it move, left and right    , yeah, yeah  , are you ready? Yeah, yeah, yeah *Okay, let's go*  Run, bulletproof, run, yeah, you gotta run (Run, run) Run, bulletproof, run, yeah, you gotta run (Run, run) Run, bulletproof, run, yeah, you gotta run (Run, run) Run, bulletproof, run  Okay, okay, let's go                   ?  ,               ,   (Okay) , got them (Got them) , got them (Got them) Good music, got them (Got them) Good team? Goddamn (Oh, yeah) You said you hot (You hot) Oh, man, you not (You not)        , let's go  10 wait, wait We from the bottom I caught you, bae, bae    We seven mate, mates  , we got us Tell me what you wanna Tell me what you wanna, woah If we live fast, let us die young     Make it move, left and right   Make it move, left and right    , yeah, yeah  , are you ready? Yeah, yeah, yeah *Let's go*  Run, bulletproof, run, yeah, you gotta run (Run, run) Run, bulletproof, run, yeah, you gotta run (Run, run) Run, bulletproof, run, yeah, you gotta run (Run, run) Run, bulletproof, run (Run, run)  Skrrt    ,   That's how we do it all (Ayy, ayy)       (Ayy, ayy) , , s , , s , , s , , so thanks Get ready, get ready, get ready, get ready, get ready,   Go get it, go get it, go get it, go get it, go get it, , run If we live fast, let us die young     Make it move, left and right   Make it move, left and right    , yeah, yeah  , are you ready? Yeah, yeah, yeah Yeah (Yeah)  Run, beautiful, run, yeah, you gotta run (Run) Run, beautiful, run, yeah, you gotta run (Run) Run, beautiful, run, yeah, you gotta run (Run) Run, beautiful, run"
NewJeans,Supernatural,2024,hyperpop,"Lyrically, Supernatural sees the members singe about romance and falling in love, Read More    Come on (Ah-ah)  Stormy night, cloudy sky In the moment, you and I One more chance         My feeling's getting deeper       I gotta see the meaning of it  I don't know what we've done    Don't know what we've been sold  So it's sure  Golden moon, diamond stars In a moment, you and I Second chance,       My feeling's getting deeper       I gotta see the meaning of it  I don't know what we've done    Don't know what we've been sold  So it's sure  It's supernatural It's supernatural       Attention we should pay To what is coming through We had no idea, it's crystal clear Love is here, sitting next to you   Golden moon, diamond stars In a moment, we unite"
LE SSERAFIM,ANTIFRAGILE,2023,hyperpop," Anti-ti-ti-ti-fragile, fragile Anti-ti-ti-ti-fragile Anti-ti-ti-ti-fragile, fragile Antifragile, antifragile    ridin' You made me boost up (Ah-ah-ah-ah)    party           rival    fallin   , I'ma jump in (Yes, gimme that)    like a lion   desire (Na-na-na, eh)  , gasoline on fire     risin' (Na-na-na, eh)      toe shoes         career I go to ride til I die, die          (Ah-ah)   I'm antifragile, antifragile (Ah-ah)   on my way    fairytale (Ah-ah) Now, you know my name I'm antifragile, antifragile  Anti-ti-ti-ti-fragile, fragile Anti-ti-ti-ti-fragile Anti-ti-ti-ti-fragile, fragile Antifragile, antifragile  Lovey, lovey, lovey, dovey, dovey, dovey      I don't know what to say I can't feel it      go ahad    no thanks      (Yeah, gimme that)    like a lion   dsire (Na-na-na, eh)   gasoline on fire     risin' (Na-na-na, eh)      toe shoes         career I go to ride 'til I die, die          (Ah-ah)   I'm antifragile, antifragile (Ah-ah)   on my way    fairytale (Ah-ah) Now, you know my name Im antifragile, antifragile  Anti-ti-ti-ti-fragile, fragile Anti-ti-ti-ti-fragile Anti-ti-ti-ti-fragile, fragile Antifragile, antifragile  We can break it, baby Rock it, twist it, lock it, baby All I know is you cant chain me 'Cause Im gonna break out, gonna, gonna break out, out We can break it, baby Rock it, twist it, lock it, baby (Rock it, twist it, lock it, baby) All I know is you can't chain me (All I know is you can't chain me) 'Cause Im gonna break out, gonna, gonna, break out, out (*Woah-oh-oh-oh, oh-oh*)          (Ah-ah)   I'm antifragile, antifragile (Ah-ah)   on my way    fairytale (Ah-ah) Now, you know my name I'm antifragile, antifragile  Anti-ti-ti-ti-fragile, fragile Anti-ti-ti-ti-fragile Anti-ti-ti-ti-fragile, fragile Antifragile, antifragile"
BTS,Life Goes On,2020,hyperpop,"The story behind the song begins from BTS  Read More                            , yeah                                                    ?    , oh             Like an echo in the forest       Yeah, life goes on Like an arrow in the blue sky     On my pillow, on my table Yeah, life goes on Like this again        (Ayy)      (No) Mm-mm-mm-mm             """"        (Ooh, ooh, ooh, oh-woah)              ?     oh     ()     ()    (Oh, oh, oh)  Like an echo in the forest       Yeah, life goes on (Oh, woah) Like an arrow in the blue sky     () On my pillow, on my table Yeah, life goes on Like this again  I remember I, yeah-yeah-yeah-yeah I remember Ah-ah, ah-ah I remember I, yeah-yeah-yeah-yeah I remember Ah-ah, ah-ah"
BABYMONSTER,LIKE THAT,2024,hyperpop,"As said by YG via Track Introduction video, the Read More  I see that look upon your face Something my mind cannot erase If we keep staring, then I might have to Might have to start to walk your way I wanna hear what you would say You got high standards and I do too (Too)  'Cause all those girls (They don't) Know what you need (They don't) But I know, I know the way, the way To make, to make sure you never leave (Yeah)  If I come close, baby, would you like that? If I give some, would you give it right back? If I show you that I know where it's at Baby, would you like that? Baby, would you like that? Say you want love, boy, I know what that means Make you feel way better than in your dreams If I show you that I know where it's at Baby, would you like that? Baby, would you lik that?  Yo, it's like that, like that (Like that) How you run it right back Know you on th right track Queen, ace (Blackjack) I be thinking way too much I need to let it go You be running through my mind And I'ma let it show  'Cause ain't nobody stepping up to me And saying nothing when I calling you Be running eye to eye, we never fronting, yeah We zoning (Uh), bet we stunting (Uh) On and on (Uh) and on and on and To the top, baby boy, we be rolling  'Cause all those girls (They don't) Know what you need (They don't know what you need) But I know, I know the way, the way To make, to make sure you never leave (Let's get it, yeah)  If I come close, baby, would you like that? (Like that) If I give some, would you give it right back? (Right back) If I show you that I know where it's at Baby, would you like that? Baby, would you like that? Say you want love, boy, I know what that means Make you feel way better than in your dreams If I show you that I know where it's at Baby, would you like that? Baby, would you like that?  (I want you) In my arms In my arms (Yeah), my arms (That's where you need to be) In my arms, in my arms My arms (That's where you need to be)  Ah-ah, ah-ah But I know, I know the way, the way To make, to make sure you never leave  If I come close, baby, would you like that? (Like that) If I give some, would you give it right back? (Right back) If I show you that I know where it's at *Baby, would you like that? Baby, would you like that?* Say you want love, boy, I know what that means Make you feel way better than in your dreams (Your dreams) If I show you that I know where it's at Baby, would you like that? Baby, would you like that? If I come close, baby, would you like that? (In my arms) If I give some, would you give it right back? (In my arms) If I show you that I know where it's at (My arms) Baby, would you like that? Baby, would you like that? (That's where you need to be) Say you want love, boy, I know what that means Make you feel way better than in your dreams If I show you that I know where it's at Baby, would you like that? Baby, would you like that?"
Stray Kids,God’s Menu,2020,hyperpop," ,                 ,     Cooking a sauce    lick it  bon Taste so good    But    I want it 'til     cross boundaries             Because we're one of a kind      our own game                       Du, du, du, du, du, du      Du, du, du, du, du, du            I just wanna taste it, make it hot    track    call me up    serve Du, du, du, du, du, du  Cooking like a chef, I'm a five star       illusion Ooh,       gonna shock, ah,     (!)   unlock (Lock!) Idea bank      (!)            Because we're one of a kind      our own game                      (Du, du, du, du, du, du)            ,   ! (Du, du, du)       Du, du, du, du, du, du      Du, du, du, du, du, du                ,   Du, du, du, du, du, du"
BLACKPINK,As If It's Your Last,2017,hyperpop," (Little bit of that) (Little bit of this) (Little bit of that) (Gimme, gimme, gimme)  (Gimme little bit of that)     (Gimme little bit of this)                (Gimme little bit of that)      (Gimme little bit of this)                            missing you   won't you set me free-e-e-e?  Baby,      ,            (Yeah) -- (Yeah)    love  (Yeah) -- (Yeah)     love  Uh, I'ma fall in love, baby You gon' finna catch me, uh Give you all of this, baby Call me pretty and nasty 'Cause we gonna get it, my love You can bet it on black We gon' double the stack on them, woo I be the Bonnie and you be my Clyde We ride or die, Xs and Os          missing you   won't you set me free-e-e-e?  Baby,      ,            (Yeah) -- (Yeah)    love  (Yeah) -- (Yeah)     love  One, two, three,                   BLACKPINK in your area (BLACKPINK in your)  Baby,                  (Yeah) -- (Yeah)    love  (Yeah) -- (Yeah)     love"
NewJeans,Attention,2022,hyperpop," Mm-hmm-mm, yeah (Here we go) Attention Got me looking for attention (Ayy) Got me looking for attention (Ayy) Got me looking for attention One, two, three, okay  You and me,     ,  , you see? Eh-yeah, you see, ayy, ayy, ayy, ayy One, two, three,         ,  (Hmm), you see?  ?  Looking for attention,  (Huh)    (Stop) Ayy, drop the question Drop the, drop the question (Drop it) Want attention, wanna, want attention (Come on) You give me butterflies, you know?    paradise    (Ayy)  You got me looking for attention You got me looking for attention      Got me looking for attention          You're so fine (Ayy), gotta, gotta get to know ya ,    (Yeah)  , I need ya Need ya, need ya to look at me back (Ayy) Hey,       (Ayy)    , baby (Baby)    (Stop) Ayy, drop the qustion Drop the, drop the question (Just call) Want attntion, wanna, want attention (Uh) You give me butterflies, you know?    paradise (Hmm)    (*Hello? One, two, three, ayy*)  You got me looking for attention You got me looking for attention      Got me looking for attention You got me looking for attention You got me looking for attention *    * Got me looking for attention  A-T-T-E-N-T-I-ON Attention is what I want A-T-T-E-N-T-I-ON Attention is what I want A-T-T-E-N-T-I-ON Attention is what I want A-T-T-E-N-T-I-ON You got me looking for attention"
ENHYPEN,Drunk-Dazed,2021,hyperpop,"      diamond         Turning up the party now   , wow  ha-ha, high   la-la, loud , baby,  , shining We're in love with this carnival                But I just wanna stay  ,   daze, daze, daze  , replay, play, play      , go   carnival, wow, wow    daze, daze, daze Can't control my body, dance, dance, dance *    * **  carnival, wow, wow**  Mm,        ,           ,                 But I never escape  ,   daze, daze, daze  , replay, play, play      , go   carnival, wow, wow    daze, daze, daze Can't control my body dance, dance, dance *    * **  carnival, wow, wow**       , ah   , I'ma ride  ,   daze, daze, daze  , replay, play, play      , go   carnival, wow, wow    daze, daze, daze Can't control my body, dance, dance, dance        carnival wow, wow          (Woah-oh, woah-oh)         (Woah-oh, woah-oh)"
Stray Kids,MANIAC,2022,hyperpop," Let's go            Lock       , ho    (Yup, yup)    (Yup, yup)    back     cosplay, , pow  Mash up, mind blown,  back up Prototype    freaky monster     , rotten        Poppin'         , toxic  , warning  Maniac    , maniac   Maniac, Frankenstein  Maniac, maniac (Ha-ha) Maniac (Oh)     maniac (You can't stop the smoke)   (Thick as fog) Maniac,   (We're maniacs) Maniac, maniac      (Ha)       life It ain't ""live,"" it's ""holding on,"" yeah           no fresh Locket       , ho  Uh,           dormant volcano          like a sealed tornado Poppin'         , toxic  , warning  Maniac    , maniac   Maniac, Frankenstein  Maniac, maniac (Ha-ha) Maniac (Oh)     maniac (You can't stop the smoke)   (Thick as fog) Maniac,   (We're maniacs) Maniac, maniac     lunatic                   , yeah  Maniac Maniac, maniac Maniac Maniac, maniac (You cannot stop with this feeling) Ha-ha  Maniac (Oh)    , maniac (You can't stop the smoke)   (Thick as fog) Maniac,   (We're maniacs) Maniac, maniac"
BTS,Butter,2022,hyperpop,"Smooth like butter Like a criminal undercover Gon' pop like trouble Breakin' into your heart like that (Ooh) Cool shade stunner Yeah, I owe it all to my mother Hot like summer Yeah, I'm makin' you sweat like that Break it down  Ooh, when I look in the mirror I'll melt your heart into two I got that superstar glow so (Ooh) Do the boogie like  Side step, right, left to my beat High like the moon, rock with me, baby Know that I got that heat Let me show you 'cause talk is cheap Side step, right, left to my beat Get it, let it roll  Smooth like butter Pull you in like no other Don't need no Usher To remind me you got it bad Ain't no other That can sweep you up like a robber Straight up, I got ya Makin' you fall like that Break it down  Ooh, when I look in the mirror I'll melt your heart into two I got that superstar glow so (Ooh) Do the boogie like  Side step, right, left to my beat High like the moon, rock with me, baby Know that I got that heat Let me show you 'cause talk is cheap Side step, right, left to my beat Get it, let it roll  Get it, let it roll Get it, let it roll  Ice on my wrist, I'm the nice guy Got the right body and the right mind Rollin' up to party, got the right vibe Smooth like (Butter), hate us (Love us) Fresh boy pull up and we lay low All the playas get movin' when the bass low Got ARMY right behind us when we say so Let's go  Side step, right, left to my beat (Right, left to my beat) High like the moon, rock with me, baby Know that I got that heat Let me show you 'cause talk is cheap (You know that talk is cheap) Side step, right, left to my beat Get it, let it roll  Smooth like (Butter), cool shade (Stunner) And you know we don't stop Hot like (Summer), ain't no (Bummer) You be like, oh my god We gon' make you rock and you say (Yeah) We gon' make you bounce and you say (Yeah) Hotter? Sweeter! Cooler? Butter!  Get it, let it roll"
ENHYPEN,Moonstruck,2024,hyperpop," Mm, yeah You got me moonstruck      ( )  let me take you (Take you)     ( )     (), baby Won't you let me in?  secret    Oh, woah   , you and I  behind the night        all night long, oh  Just the two of us (Us)  moonstruck (Moonstruck) Oh, you make me go crazy over you (You) You, baby Let me hold you close (Close)     ()   , crazy over you (You) You, baby   brown hair    fly   magic carpet ridin' Baby, now you're in my blood   , you and I             all night long, oh  Just the two of us (Us)   moonstruck (Moonstruck) Oh, you make me go crazy over you (You) You, baby Let me hold you close (Close)     ()   , crazy over you (You) You, baby We can take it slow (Slow)   moonstruck (Moonstruck) Oh, you make me go crazy over you (You) You, baby *Let me hold you close (Close)      , crazy over you (You) You, baby*  Oh, woah Crazy over you, baby You Ooh"
Jimin,Be Mine,2024,hyperpop," Movin', comin', lovin', yeah, yeah, yeah Movin', comin', lovin', yeah, yeah, yeah Movin', comin', lovin', yeah, yeah, yeah Movin', comin', lovin', yeah, yeah, yeah   island  party, yeah I know what you want, and Baby, I want the same Love 'til the morning, ah We just keep fallin', oh    DNA  Baby, come, baby, come Show me what Show me what love is, yeah, yeah       Lovers come and go In and out of my heart          I want you to be mine I want you to be mine I want you to be my  Movin', comin', lovin', yeah, yeah, yeah I want you to be mine Movin', comin', lovin', yeah, yeah, yeah I want you to be min Movin', comin', lovin', yeah, yeah, yeah I want you to b mine I want you to be mine I want you to be my  Don't need to worry Just follow my lead          Baby come, baby come Show me what Show me what love is, yeah, yeah       Lovers come and go In and out of my heart          I want you to be mine I want you to be mine I want you to be my  Movin', comin', lovin', yeah, yeah, yeah I want you to be mine Movin', comin', lovin', yeah, yeah, yeah I want you to be mine Movin', comin', lovin', yeah, yeah, yeah I want you to be mine I want you to be mine I want you to be my    dancing Take it slow           I want you to be mine I want you to be mine I want you to be my  Movin', comin', lovin', yeah, yeah, yeah I want you to be mine Movin', comin', lovin', yeah, yeah, yeah I want you to be mine Movin', comin', lovin', yeah, yeah, yeah I want you to be mine I want you to be mine I want you to be my  Movin', comin', lovin', yeah, yeah, yeah Movin', comin', lovin', yeah, yeah, yeah Movin', comin', lovin', yeah, yeah, yeah Movin', comin', lovin', yeah, yeah, yeah"
BTS,Spring Day,2017,hyperpop,"                ,          ,      , 8     ,         ,      ,   , friend     ,                      ( )   ( )           (  )   ( , ooh-ooh-ooh)                ,      (  )     (   )       ,  ?  ,  ?   ,     ,     ,  ,              ,                    ( )   ( )           (  )   ( , ah-ah-ah-ah, ah)  You know it all, you're my best friend                     ( , ah)   ( , ah-ah-ah)   ()       ( )   "" , yeah, eh-eh, yeah, yeah""                , "
TWICE,What is Love?,2018,hyperpop," TWICE What is love?           Mm,        ,    Mm,      Ooh,      ? (Ooh-ooh-ooh)  ?  ?  (I wanna know)   (I wanna know)     (I wanna know, know, know, know, what is love?)    (I wanna know)     (I wanna know)    (I wanna know, know, know, know, what is love?)    ?           Mm,             Mm,  ,     Ooh,      ? (Ooh-ooh-ooh)  ?  ?  (I wanna know)   (I wanna know)     (I wanna know, know, know, know, what is love?)    (I wanna know)     (I wanna know)    (I wanna know, know, know, know, what is love?)    ?                              ()   ,     (Ooh-ooh)  ,    , ready  ( ?)   ( ?)                  (I wanna know, know, know, know, what is love?)           (I wanna know, know, know, know, what is love?)    ?  I wanna know (Ooh; What is love?) I wanna know (I wanna know) I wanna know, know, know, know, what is love? I wanna know, I wanna know, what is love? I wanna know I wanna know I wanna know, know, know, know, what is love? I wanna know"
LISA,New Woman (feat. ROSALÍA),2024,hyperpop,"Tady jsem Bum na to, bum na to, chci tyhle stny zboit Bum na to, bum na to, chci se ozvat v chodbch Vyrm, erstv tv, nov den Uh, Lalisa, Rosala  Vstebvm Vechno nov Tak jsem se odznula Jdu, jdu, a ke koeni Odkvtm, jo  Fialov se mn ve zlatou Bolest pila a zase odela Prola jsem se tm ohnm Znova se hledm  Doshnu toho, kdy to dlm, dvko, radi uhni Zrychluju svou au-au-au-au-auru Soustedm se na svou mysl, dvm si na as Jsem nov ena, ena Dvko, radi uhni Zrychluju svou au-au-au-au-auru Soustedm se na svou mysl, dvm si na as Jsem nov ena, ena  Obliej, oi, tlo se zblzn Chce to? Jsem nov ena, ena Oi, zabrm ti celou mysl Chce to? Jsem nov ena, ena  (Uh, mh) Mu se chlubit vm, m jsem Ne za to, co mm, vdycky mi to dvaj A moje energie je neposkvrnn Nzk profil (A jsi pry) iju, abych zpvala, ale nezpvm, abych ila Narodila jsem se ist, ano Ani jedna ra mi v budoucnu nepropadne Dvko, jsem Rosala, vm jenom, jak to udlat dokonale Je ziv noc, tak se tm sta Nech to tak bt, a do svtn  Fialov se mn ve zlatou Bolest pila a zase odela Prola jsem se tm ohnm Znova se hledm  Jdu na to tvrd, urit to bude fungovat Zrychluju svoji au-au-au-au-auru Soustedm se, nic na m netla Jsem nov ena, ena Urit to bude fungovat Zrychluju svoji au-au-au-au-auru Soustedm se, nic na m netla Jsem nov ena, ena  Obliej, oi, tlo se zblzn Chce to? Jsem nov ena, ena Oi, zabrm ti celou mysl Chce to? Jsem nov ena, ena  Dej mi tu, dej mi tu alfu, jo Dej mi to, m vt, tm lep, ugh Krmm t kvtem, co mi roste v rukvu Polben r, r, jak, jak pochoutka Zelen se smlou, musm t zocelit Sna se ct, e trp, oh, neobviuj svou matku Povznes se nad to, osvobodm novu hranici Jsem nov ena"
ENHYPEN,FEVER,2021,hyperpop," Read More   Give me fever    ,    Breaking me in two,             What I gotta do,    , I cannot have it    ,    *   *   ,    ,   (Ah)          Like a fever, fever, fever, fever   ,            Like a fever, fever, fever   ,     Don't stop (Stop) , all day, all day  Please stop (Stop)  , , baby Oh, baby (Ooh)       (   )     ,   ( )  ,            Like a fever, fever, fever, fever   ,            Like a fever, fever, fever *  ,   *   (Oh)         (Ooh) Like a fver, fever, fver, fever (Fever)   ,    (I want you, fever)         (Ooh) Like a fever, fever, fever (I want it all)   ,   "
Stray Kids,I Like It,2024,hyperpop," Woo  Cops and robbers, chase each other, full of energy Pushing me further, pulling me closer, some sorta chemistry I think I'm addicted to the title ""you and me"" Don't ask, ""What are we?"" Ooh, ooh, I like it, baby                  vibe (Hey)                     Before we love, we love this feeling, babe 'Cause it's enough, enough, keep it this way Before we love, we love this feeling, babe Yeah, I love that I like you, but I don't wanna love Ooh, I like it, ooh, ooh, I like it, like it Ooh, I like it, ooh, ooh, I like it, like it Ooh, I like it, ooh, ooh, I like it, like it Love that I like you, yeah, yeah, yeah    just stay tuned           no reason  no thanks, so keep it   too deep          I want it  Still got so much to find out, we playing hide-and-seek Don't wanna end this game, hope it goes for eternity Let's not go official, we can keep the ""you and me"" Don't ask, ""What are we?"" Ooh, ooh, I like it, baby  Oh,   Oh,       Yeah, I love that I like you, but I don't wanna love  Before we love, we love this feeling, babe 'Cause it's enough, enough, keep it this way Before we love, we love this feeling, babe Yeah, I love that I like you, but I don't wanna love Ooh, I like it, ooh, ooh, I like it, like it Ooh, I like it, ooh, ooh, I like it, like it Ooh, I like it, ooh, ooh, I like it, like it Love that I like you, yeah, yeah, yeah  I like it, ooh, ooh, I like it, like it Ooh, I like it, ooh, ooh, I like it, like it Ooh, I like it, ooh, ooh, I like it, like it Ooh, I like it, ooh, ooh, I like it, like it"
KISS OF LIFE,Sticky,2024,hyperpop,"The songs style is very chill and trendy, and the groups vocals glide along the beat Read More   How long before we fall in love? (How long before we fall in love?) How long before we fall in love?  Here's a ticket, baby, wanna go out?  palm tree,   Don't be picky, yeah,   town  Feel like I'm hot stuff, you're my rockstar (Hear me now)  sweet and salty Margarita (Here on out)    driving Won't you navigate me?  How long before we fall in love?    I fly high (Eh, yeah) How long before we fall in love? Oh (Let me know, let me know),   ocean dive      Sticky, sticky, sticky, sticky Ay, ay (Ay)  Love got so poppin' flavor    new taste (Ay, ay, ay)  summer fever   (So hear me now)   drippin' Like gelato melting (Here on out)   darlin' Won't you navigate me?  How long before we fall in love?    I fly high (Eh, yeah) How long before we fall in love? Oh (Let me know, let me know),   ocean dive      Sticky, sticky, sticky, sticky Ay, ay (Ay)       I wanna keep on staying Know you'd make me fly away     kiss it So say, ""Yeah,"" hey  Sticky, sticky, sticky, sticky (Sticky, yeah, woah) And you're the one who's with it With it, with it, with me  Yeah,   like slo' mo-motion (Motion) I'd take you to the new world, so boy (New world)     there's no way    follow my lead (Ooh), let's get it, yeah (Woo)  How long before we fall in love?    go 'round, 'round (Eh, yeah) How long before we fall in love? Let me know, let me know I like it,  (Haha)  mm,   (Oh-oh-ooh) Sticky (Sticky), sticky, sticky (Uh), sticky (Uh) (Ay, ay, ay)"
ENHYPEN,Brought The Heat Back,2024,hyperpop," Yeah, I brought the heat back  , hotter, hotter  madness  stronger, stronger No, it ain't my fault, ain't my fault Ain't my fault,    ,     (Yeah, yeah, yeah) Heat (Yeah, yeah, yeah) Heat  (Yeah, yeah, yeah)     (Yeah, yeah, yeah)     (Yeah, yeah, yeah)     (Yeah, yeah, yeah) *  , , going crazy*  Don't test me  ,   I brought the heat back  , hotter, hotter  madness  stronger, stronger No, it ain't my fault, ain't my fault Ain't my fault,    ,     (Yeah, yeah, yeah) Heat (Yeah, yeah, yeah) Heat  (Yeah, yeah, yeah)     ? (Yeah, yeah, yeah)    ? (Yeah, yeah, yeah)   feeling  spinning,  , , yeah  Don't test me  ,   I brought the heat back  , hotter, hotter  madness  stronger, stronger No, it ain't my fault, ain't my fault Ain't my fault,    ,     (Yeah, yeah, yeah) Heat (Yeah, yeah, yeah) Heat (*Ooh, yeah*) (Yeah, yeah, yeah) Heat (*Oh*) (Yeah, yeah, yeah) Heat (*Hey, hey, hey, hey, woo*)  (Yeah, yeah, yeah, yeah-yeah, yeah, yeah, yeah)   (Yeah, yeah, yeah, yeah-yeah, yeah, yeah, yeah)     , , , , ,   I brought the heat back  , hotter, hotter  madness  stronger, stronger No, it ain't my fault, ain't my fault (It ain't my fault) Ain't my fault,    ,  (Oh)    Heat Heat (Oh; Yeah, yeah, yeah) Heat (Yeah, yeah, yeah) Heat     (Yeah, yeah, yeah)"
